Sold-to party,Purchase order date,Sale Amount,Product Name/ID
1030090,10/9/2019,439,209745-101
1021843,10/17/2019,107.1,202652-03
1031360,10/9/2019,44196.54,105999-311
1037222,10/9/2019,977.8,10313
1022385,10/8/2019,345.8,14201-10
1007429,10/9/2019,207.65,2200-48450-025
1026284,10/17/2019,1402.03,284959
1021007,10/9/2019,38522.34,10094
1021724,10/8/2019,423.8,229444
1026284,10/17/2019,1402.03,284960
1007429,10/9/2019,207.65,2200-48450-025
1026284,10/17/2019,627.22,207326-02
1024678,10/9/2019,2037.22,207326-02
1020399,10/8/2019,129.74,211996-01
1021007,10/9/2019,38522.34,10094
1021481,10/8/2019,1469.6,209747-101
1021188,10/9/2019,2375.25,27190-01
1016229,10/9/2019,180,2200-48871-015
1021212,10/8/2019,44.6,211076-01
1021007,10/9/2019,38522.34,10304
1022613,10/9/2019,9996.16,10943
1007429,10/10/2019,830.6,2200-48450-025
1021234,10/8/2019,615.98,208769-01
1007429,10/10/2019,830.6,2200-48450-025
1021481,10/8/2019,734.8,209751-101
1021007,10/17/2019,11029.16,10945
1021007,10/9/2019,38522.34,10923
1022613,10/8/2019,10771.06,10033
1021007,10/9/2019,65552.49,16533
1022613,10/8/2019,10771.06,16531
1021007,10/17/2019,11029.16,16535
1029192,10/8/2019,317.57,209747-22
1021007,10/9/2019,38522.34,16542
1021007,10/9/2019,65552.49,10923
1021007,10/17/2019,11029.16,16711
1021724,10/8/2019,106.04,229444
1021007,10/9/2019,38522.34,10052H
1021724,10/8/2019,106.04,174956
1021007,10/9/2019,65552.49,16535
1016874,10/8/2019,2687.44,202652-02
1021007,10/17/2019,11029.16,10306
1016874,10/8/2019,2687.44,206110-101
1021007,10/9/2019,38522.34,16535
1021367,10/8/2019,6328.13,20350804
1021007,10/9/2019,65552.49,10052H
1016267,10/8/2019,81.1,174956
1021007,10/17/2019,11029.16,16703
1013517,10/8/2019,1003.26,13831-002
1021007,10/9/2019,38522.34,10302
1019794,10/8/2019,7271.48,294106
1019794,10/8/2019,7271.48,292606J
1021007,10/9/2019,65552.49,10302
1019794,10/8/2019,7271.48,294100J
1021007,10/17/2019,11029.16,10094
1019794,10/8/2019,7271.48,292613
1021007,10/9/2019,38522.34,16533
1016602,10/8/2019,388602,10338
1021007,10/9/2019,65552.49,10094
1039552,10/16/2019,24.7,203710-02
1016602,10/8/2019,388602,10320
1021007,10/17/2019,11029.16,10094
1013371,10/16/2019,5642.03,01-SSC-1442
1016602,10/8/2019,388602,10302
1021007,10/9/2019,65552.49,10094
1013371,10/16/2019,5642.03,01-SSC-3989
1016602,10/8/2019,388602,10401
1021007,10/17/2019,11029.16,10304
1013371,10/16/2019,5642.03,01-SSC-1491
1016602,10/8/2019,388602,10334
1021007,10/9/2019,65552.49,10304
1019345,10/9/2019,771.96,202652-04
1019345,10/9/2019,771.96,202652-02
1021007,10/17/2019,11029.16,10304
1016602,10/8/2019,388602,10301
1021188,10/16/2019,168.25,203947-02
1017437,10/16/2019,1407.7,10094
1016602,10/8/2019,388602,10403
1020736,10/9/2019,1917.4,10305
1021007,10/17/2019,11029.16,10305
1015870,10/16/2019,2574.06,304033
1020736,10/9/2019,1917.4,16535
1019804,10/9/2019,769.52,201859-02
1021007,10/8/2019,1818.84,31013
1016074,10/16/2019,362.64,2200-48450-019
1021367,10/9/2019,129.85,2406-820-204
1039552,10/8/2019,20.25,209745-101
1021007,10/17/2019,11029.16,10951
1020984,10/16/2019,1526.58,10034
1016246,10/9/2019,69.92,229444
1021259,10/8/2019,36.74,209747-101
1022386,10/8/2019,1351.75,253606
1007352,10/18/2019,565.94,011.180.0015
1022386,10/8/2019,1351.75,257020J
1020984,10/16/2019,1526.58,16533
1022386,10/8/2019,1351.75,240904J
1022386,10/8/2019,1351.75,242149J
1020436,10/16/2019,2931.96,31013
1013517,10/16/2019,2536.56,01-SSC-1471
1022386,10/8/2019,1351.75,253614
1020436,10/16/2019,2931.96,31013
1007352,10/18/2019,565.94,004.002.0019
1012612,10/16/2019,7724,01-SSC-1480
1042125,10/16/2019,36.27,209746-101
1025419,10/8/2019,13526.16,10051H
1021259,10/16/2019,36.74,209751-101
1007352,10/18/2019,565.94,004.002.0019
1025419,10/8/2019,13526.16,17402
1007352,10/18/2019,565.94,004.002.0019
1016158,10/17/2019,2488.18,2200-40040-001
1023175,10/17/2019,350,209745-101
1025419,10/8/2019,13526.16,10302
1022092,10/16/2019,6755.56,271635
1025419,10/8/2019,13526.16,16532
1007429,10/18/2019,1328.82,2200-48450-025
1007429,10/18/2019,1328.82,2200-48450-025
1025419,10/8/2019,13526.16,10946
1007429,10/18/2019,1328.82,2200-66700-025
1020034,10/16/2019,356.98,2457-52787-001
1007429,10/18/2019,1328.82,2200-66700-025
1007429,10/18/2019,1328.82,2200-66700-025
1023251,10/16/2019,118.31,202652-03
1019804,10/18/2019,1772.18,206110-101
1025419,10/8/2019,13526.16,16542
1007429,10/17/2019,146969.55,185446
1025419,10/8/2019,13526.16,10305
1016010,10/17/2019,2304.75,201853-02
1020034,10/16/2019,356.98,1457-52783-003
1025419,10/8/2019,13526.16,10304
1019804,10/18/2019,1772.18,209506-01
1025419,10/8/2019,13526.16,10943
1021976,10/16/2019,92.49,206110-101
1015836,10/8/2019,314.16,2129-82-04
1030920,10/18/2019,25609.08,2200-66070-001
1021259,10/16/2019,36.74,209751-101
1020034,10/16/2019,356.98,2215-06599-001
1021724,10/8/2019,106.04,174956
1007429,10/18/2019,221.47,2200-48450-025
1041084,10/18/2019,79147.66,10925
1007429,10/18/2019,221.47,2200-48450-025
1007429,10/18/2019,1107.35,2200-48450-025
1007429,10/18/2019,1107.35,2200-66700-025
1020034,10/16/2019,356.98,2457-52788-002
1041084,10/18/2019,79147.66,10033
1007429,10/18/2019,1107.35,2200-66700-025
1007429,10/18/2019,1107.35,2200-66700-025
1021724,10/8/2019,106.04,229444
1007429,10/18/2019,1107.35,2200-48450-025
1041084,10/18/2019,79147.66,10070H
1007429,10/18/2019,1333.35,2200-48300-025
1021724,10/8/2019,32.6,229444
1007429,10/18/2019,1333.35,2200-48300-025
1019337,10/16/2019,20.76,209745-101
1007429,10/18/2019,1333.35,2200-48300-025
1041084,10/18/2019,79147.66,17111
1007429,10/18/2019,1333.35,2200-48500-025
1007429,10/18/2019,1333.35,2200-48500-025
1041084,10/18/2019,79147.66,10301
1021259,10/16/2019,369.96,206110-101
1007429,10/9/2019,224.7,2200-46350-025
1007429,10/9/2019,224.7,2200-46350-025
1041084,10/18/2019,79147.66,17310
1040924,10/16/2019,31,20952005
1018325,10/18/2019,7083.62,16546
1019337,10/9/2019,18.36,209744-101
1021190,10/17/2019,2399.1,2200-66070-019
1018325,10/18/2019,7083.62,16542
1016010,10/9/2019,873.93,212480-01
1007429,10/18/2019,885.88,2200-48450-025
1007429,10/18/2019,885.88,2200-48450-025
1007429,10/18/2019,885.88,2200-66700-025
1040426,10/9/2019,24.96,20952156
1018325,10/18/2019,7083.62,16534
1017244,10/9/2019,4286.1,10033
1006529,10/17/2019,1265.47,271613
1007429,10/18/2019,885.88,2200-66700-025
1037222,10/9/2019,970.15,31029
1028297,10/18/2019,188672.98,2RING-APPS
1006529,10/17/2019,1265.47,271611
1039952,10/9/2019,206.24,20952078
1007429,10/18/2019,885.88,2200-66700-025
1007429,10/17/2019,221.47,2200-48450-025
1039952,10/9/2019,206.24,20952156
1022365,10/17/2019,60.6,229444
1028297,10/18/2019,188672.98,2R-FIN-ENH-LIC
1007429,10/17/2019,221.47,2200-48450-025
1007429,10/18/2019,1328.82,2200-48450-025
1007429,10/18/2019,1328.82,2200-48450-025
1028297,10/18/2019,188672.98,2R-SUP-FIN-ENH-1Y
1021104,10/17/2019,155.75,203946-02
1022310,10/17/2019,2213.65,2215-61727-001
1021007,10/9/2019,2590.08,10GB-LR-SFPP
1022310,10/17/2019,2278.65,2215-61727-001
1019438,10/18/2019,1272.08,239350
1015724,10/16/2019,1173.57,284113
1019438,10/18/2019,1272.08,239350
1021367,10/17/2019,917.28,31029
1021007,10/9/2019,2590.08,10GB-F20-SFPP
1031319,10/9/2019,37617.38,11-72959-04R
1016010,10/17/2019,12673.25,209747-101
1024638,10/18/2019,168.36,207309-12
1042066,10/18/2019,8740.16,20351489
1017980,10/17/2019,662.73,271629
1042066,10/18/2019,8740.16,203504351
1016843,10/9/2019,4499.05,202652-04
1016010,10/17/2019,12673.25,2200-32530-025
1017437,10/17/2019,7376.52,10094
1021370,10/18/2019,92.49,206110-101
1016843,10/9/2019,4499.05,201859-02
1020945,10/17/2019,65.18,229444
1020436,10/18/2019,5323.42,10945
1036077,10/17/2019,745.78,16567
1021104,10/16/2019,192.3,202599-03
1020436,10/18/2019,5323.42,16531
1016362,10/17/2019,2125,292719J
1020436,10/18/2019,5323.42,16538
1024396,10/16/2019,1716.42,211996-01
1020399,10/17/2019,132.44,202581-01
1024396,10/16/2019,1716.42,209747-101
1022310,10/17/2019,2213.65,2215-61727-001
1016362,10/17/2019,2125,232253
1038427,10/18/2019,62771.25,207576-01
1024396,10/16/2019,1716.42,208769-01
1024396,10/16/2019,1716.42,211710-01
1016362,10/17/2019,2125,292726
1017980,10/17/2019,505.9,271629
1024396,10/16/2019,1716.42,207586-01
1038427,10/18/2019,62771.25,202581-01
1024396,10/16/2019,1716.42,209749-101
1023258,10/17/2019,379.8,275611
1022636,10/17/2019,6409.06,232253
1022636,10/17/2019,6409.06,185840
1022636,10/17/2019,6409.06,185840
1042125,10/17/2019,220.44,209747-101
1042125,10/17/2019,220.44,209747-101
1021724,10/16/2019,65.2,229444
1017643,10/17/2019,147.85,275618
1023397,10/17/2019,807.52,25-85392-01R
1021033,10/16/2019,3422.91,10945
1007429,10/21/2019,111.86,2200-46300-025
1007429,10/21/2019,111.86,2200-46300-025
1021976,10/17/2019,92.49,206110-101
1007429,10/21/2019,239.65,2200-46350-025
1020874,10/18/2019,934,271638
1007429,10/21/2019,239.65,2200-46350-025
1021033,10/16/2019,3422.91,10051H
1019337,10/18/2019,18.36,209744-101
1016149,10/18/2019,40871.77,2200-65790-001
1020166,10/18/2019,130.6,209745-101
1021033,10/16/2019,3422.91,10312
1019776,10/17/2019,3960.3,209745-101
1026447,10/18/2019,8404.66,201859-02
1039533,10/18/2019,344.32,20952065
1019776,10/17/2019,3960.3,201859-02
1026447,10/18/2019,8404.66,209747-101
1021033,10/16/2019,3422.91,16178
1015609,10/18/2019,103344.23,10305
1019337,10/17/2019,99.27,202652-02
1026447,10/18/2019,8404.66,204755-01
1037222,10/16/2019,1871.72,10930A
1026447,10/18/2019,8404.66,203947-02
1037222,10/16/2019,1871.72,10933
1015609,10/18/2019,103344.23,10305
1007429,10/18/2019,1866.69,2200-48500-025
1039552,10/17/2019,60.75,209745-101
1007429,10/18/2019,1866.69,2200-48500-025
1007429,10/18/2019,885.88,2200-48450-025
1007429,10/18/2019,885.88,2200-48450-025
1015609,10/18/2019,103344.23,10070H
1007429,10/18/2019,885.88,2200-66700-025
1007429,10/18/2019,885.88,2200-66700-025
1022432,10/17/2019,1750.13,16533
1007429,10/18/2019,885.88,2200-66700-025
1007429,10/18/2019,442.94,2200-48450-025
1007429,10/18/2019,442.94,2200-48450-025
1015609,10/18/2019,103344.23,10070H
1017437,10/16/2019,40439.94,10094
1017437,10/16/2019,40439.94,10094
1017437,10/16/2019,40439.94,10094
1021259,10/17/2019,107.1,202652-03
1017437,10/16/2019,40439.94,10094
1041861,10/17/2019,238.75,207325-12
1015609,10/18/2019,103344.23,10301
1018984,10/21/2019,4528.51,10945
1018984,10/21/2019,4528.51,10951
1018984,10/21/2019,4528.51,16718
1021887,10/16/2019,2843.61,16535
1016010,10/17/2019,67.2,201851-02
1016429,10/21/2019,526.8,292480
1017067,10/17/2019,9984.43,16531
1021887,10/16/2019,2843.61,10051H
1015609,10/18/2019,103344.23,10301
1017067,10/17/2019,9984.43,16530
1016429,10/21/2019,526.8,292473J
1015609,10/18/2019,103344.23,16535
1029192,10/21/2019,226.17,185446
1022059,10/16/2019,92.49,206110-101
1015609,10/18/2019,103344.23,16535
1007429,10/18/2019,266.67,2200-48500-025
1037687,10/21/2019,5627.64,20351211
1037687,10/21/2019,5627.64,20350236
1015609,10/18/2019,103344.23,10033
1016874,10/17/2019,314.78,202652-02
1007429,10/18/2019,266.67,2200-48500-025
1037687,10/21/2019,5627.64,20329239
1016429,10/17/2019,6746,232256
1015609,10/18/2019,103344.23,10051H
1037687,10/21/2019,5627.64,20350247
1016429,10/17/2019,6746,293200J
1021212,10/17/2019,76.55,207576-01
1037687,10/21/2019,5627.64,203504351
1007429,10/18/2019,664.41,2200-48450-025
1015609,10/18/2019,103344.23,17404
1023103,10/18/2019,362.36,271635
1007429,10/18/2019,664.41,2200-48450-025
1007429,10/19/2019,111.86,2200-46300-025
1037687,10/21/2019,5627.64,20351489
1007429,10/19/2019,111.86,2200-46300-025
1022046,10/18/2019,291.6,2457-64356-001
1006510,10/17/2019,5160,WGGS-JUN-AOH-SVC-RTF-SRX650
1037687,10/21/2019,5627.64,20351009
1021033,10/18/2019,2604.34,10312
1037687,10/21/2019,5627.64,20952005
1006510,10/17/2019,5160,WGEM-JUN-AOH-SVC-RTF-SRX650
1007352,10/18/2019,565.94,004.002.0019
1037687,10/21/2019,5627.64,20952075
1021033,10/18/2019,2604.34,10941
1015745,10/21/2019,1140.83,271638
1015745,10/21/2019,1140.83,284105
1040737,10/17/2019,574.09,185579
1015745,10/21/2019,1140.83,271639
1015745,10/21/2019,1140.83,284104
1019900,10/17/2019,2767.9,20952031
1015745,10/21/2019,1140.83,284104
1006601,10/18/2019,50385,10096
1037515,10/21/2019,2232.15,2200-21540-001
1019337,10/17/2019,46.54,207576-01
1007352,10/18/2019,565.94,004.002.0019
1037515,10/21/2019,2232.15,2200-66070-019
1007429,10/18/2019,506.32,2200-46350-025
1037515,10/21/2019,2232.15,2215-61727-001
1006601,10/18/2019,50385,10034
1040426,10/21/2019,1447.23,20350820
1007352,10/18/2019,565.94,004.002.0019
1007429,10/18/2019,506.32,2200-46350-025
1021104,10/21/2019,239.27,207325-12
1006601,10/18/2019,50385,10034
1007352,10/18/2019,565.94,011.180.0015
1007429,10/18/2019,506.32,2200-48500-025
1027154,10/21/2019,28684,2200-48871-125
1007429,10/21/2019,266.67,2200-48500-025
1007429,10/18/2019,506.32,2200-48500-025
1037714,10/17/2019,5668.07,16179
1037714,10/17/2019,5668.07,16177
1007429,10/21/2019,266.67,2200-48500-025
1027154,10/21/2019,28684,2200-48820-025
1007429,10/21/2019,337.04,2200-48600-025
1007429,10/21/2019,337.04,2200-48600-025
1027154,10/21/2019,28684,2200-48840-025
1019337,10/17/2019,46.54,207576-01
1021258,10/18/2019,36.74,209751-101
1016293,10/17/2019,571.15,275665
1016293,10/17/2019,571.15,275618
1027154,10/21/2019,28684,2200-48810-025
1021952,10/18/2019,168.68,271629
1017349,10/18/2019,602.98,230182J
1017602,10/21/2019,172.88,202967
1021951,10/17/2019,12465.99,10960
1017349,10/18/2019,602.98,230182J
1039952,10/21/2019,4012.44,20350820
1021952,10/18/2019,168.68,271631
1017349,10/18/2019,2026.11,285787J
1017980,10/18/2019,163,229444
1039952,10/21/2019,4012.44,20350333
1021214,10/18/2019,19830.44,10925
1021951,10/17/2019,12465.99,16790
1017349,10/18/2019,2026.11,285793
1039952,10/21/2019,4012.44,203512881
1021214,10/18/2019,19830.44,17111
1039952,10/21/2019,4012.44,20351063
1021951,10/17/2019,12465.99,17115^007
1017349,10/18/2019,2026.11,292613
1022310,10/17/2019,2213.65,2215-61727-001
1021214,10/18/2019,19830.44,17310
1020142,10/17/2019,842.94,275611
1039952,10/21/2019,4012.44,20351489
1007429,10/23/2019,199.8,2200-48560-012
1021214,10/18/2019,19830.44,10311
1007429,10/22/2019,250.99,2200-48450-019
1017349,10/18/2019,2026.11,285775
1016145,10/18/2019,336.44,283289
1020142,10/17/2019,842.94,2200-66070-019
1016429,10/17/2019,177.59,275632
1007429,10/21/2019,442.94,2200-48450-025
1017349,10/18/2019,2026.11,230152J
1007429,10/21/2019,442.94,2200-48450-025
1039533,10/18/2019,758.91,20952065
1017260,10/21/2019,4289.79,16542
1025419,10/18/2019,1246.45,16531
1039533,10/18/2019,758.91,20329240
1016293,10/18/2019,1850.59,273733
1017349,10/18/2019,2026.11,293722
1016293,10/18/2019,1850.59,271631
1017260,10/21/2019,4289.79,16534
1007429,10/21/2019,239.65,2200-46350-025
1007429,10/21/2019,239.65,2200-46350-025
1018589,10/21/2019,675.93,10305
1018589,10/21/2019,675.93,10305
1017349,10/18/2019,2026.11,285769
1039552,10/18/2019,162,209749-101
1007352,10/18/2019,565.94,004.002.0019
1017349,10/18/2019,2026.11,293722J
1016790,10/18/2019,5250,209745-101
1018589,10/21/2019,675.93,10304
1037279,10/18/2019,97574.79,292608
1007352,10/18/2019,565.94,004.002.0019
1007429,10/23/2019,221.47,2200-48450-025
1037279,10/18/2019,97574.79,292615
1017349,10/18/2019,2026.11,293728
1037279,10/18/2019,97574.79,232253
1022896,10/18/2019,371.53,10051H
1037656,10/18/2019,233853.04,271727
1017349,10/18/2019,2026.11,292689
1007352,10/18/2019,565.94,004.002.0019
1007429,10/23/2019,221.47,2200-48450-025
1020142,10/18/2019,47.7,2457-23215-001
1017349,10/18/2019,2026.11,292682J
1016083,10/18/2019,7400.1,2215-00286-002
1021952,10/22/2019,646.1,271629
1007352,10/18/2019,565.94,011.180.0015
1016083,10/18/2019,7400.1,2215-68675-001
1017349,10/18/2019,2026.11,291729J
1005316,10/18/2019,2123.37,266111
1016083,10/18/2019,7400.1,2215-64200-001
1021952,10/22/2019,646.1,271631
1017349,10/18/2019,2026.11,291736
1005316,10/18/2019,2123.37,271610
1016083,10/18/2019,7400.1,2457-64356-101
1022059,10/21/2019,36.27,209750-101
1017349,10/18/2019,2026.11,293728
1005316,10/18/2019,2123.37,271610
1013164,10/20/2019,1458.56,01-SSC-4429
1038309,10/22/2019,3135.68,271611
1007429,10/25/2019,239.65,2200-46350-025
1017349,10/18/2019,2026.11,292606J
1007429,10/25/2019,239.65,2200-46350-025
1007429,10/25/2019,239.65,2200-48300-025
1021104,10/22/2019,127.22,207577-01
1007429,10/25/2019,239.65,2200-48300-025
1017437,10/22/2019,1270,10094
1021952,10/18/2019,672.78,271629
1031361,10/18/2019,1112.69,201859-02
1021007,10/21/2019,8820.2,10094
1007429,10/21/2019,885.88,2200-48450-025
1007429,10/21/2019,885.88,2200-48450-025
1021952,10/18/2019,672.78,271631
1012999,10/22/2019,214.77,229426
1027364,10/18/2019,227046.98,2200-66070-019
1021007,10/21/2019,8820.2,10094
1027364,10/18/2019,227046.98,2200-48500-019
1021007,10/21/2019,11311.77,10094
1027364,10/18/2019,227046.98,2200-48500-019
1027364,10/18/2019,227046.98,2200-16200-102
1016047,10/21/2019,46052.94,10413
1016083,10/22/2019,3585.54,2215-64200-001
1027364,10/18/2019,227046.98,2200-16155-015
1021007,10/21/2019,11311.77,10094
1005351,10/21/2019,3911.25,21210874
1027364,10/18/2019,227046.98,2200-63880-102
1017416,10/18/2019,2385.32,2200-15600-001
1016083,10/22/2019,3585.54,2215-64200-001
1015745,10/21/2019,78.09,293650J
1017416,10/18/2019,2385.32,2200-30900-025
1016010,10/21/2019,3040.11,15729-05
1021007,10/22/2019,1212.56,31013
1015745,10/21/2019,78.09,293650J
1015644,10/18/2019,129.73,14201-10
1016010,10/21/2019,3040.11,211076-01
1025937,10/22/2019,17994.12,15216-LC-LC-10=
1016427,10/18/2019,463.89,202652-02
1015745,10/21/2019,78.09,293650J
1015745,10/21/2019,78.09,293632J
1019337,10/18/2019,18.36,209744-101
1021976,10/22/2019,35.51,14101-46
1007429,10/21/2019,250.99,2200-48450-019
1017437,10/21/2019,3600,10094
1016010,10/21/2019,3040.11,207325-12
1019337,10/18/2019,46.54,207576-01
1020996,10/22/2019,228.98,185446
1019438,10/21/2019,636.08,239350
1016010,10/21/2019,3040.11,202997-02
1020996,10/22/2019,228.98,262710
1015959,10/21/2019,442.57,271631
1021104,10/18/2019,155.75,203946-02
1021259,10/21/2019,36.74,209751-101
1020436,10/18/2019,1816.22,31029
1020996,10/22/2019,228.98,185446
1016047,10/21/2019,4551.72,10930A
1020436,10/18/2019,1816.22,30516
1021190,10/21/2019,20.31,209749-101
1016047,10/21/2019,4551.72,10945
1037222,10/18/2019,291.84,16542
1016512,10/18/2019,587.6,10071H
1020996,10/22/2019,228.98,185579
1016047,10/21/2019,4551.72,17401
1021104,10/21/2019,239.27,207325-12
1018058,10/21/2019,63.54,275618
1016322,10/21/2019,384.81,271632
1037714,10/21/2019,790.4,209745-101
1021007,10/18/2019,5659.85,16535
1025937,10/21/2019,78839.94,15216-LC-LC-10=
1020996,10/22/2019,228.98,185579
1025937,10/21/2019,78839.94,15216-LC-LC-10=
1021007,10/21/2019,404.22,10094
1025937,10/21/2019,78839.94,15216-LC-LC-10=
1025937,10/21/2019,78839.94,15216-LC-LC-10=
1021007,10/18/2019,5659.85,16542
1015418,10/28/2019,377282.51,10313
1025937,10/21/2019,78839.94,15216-LC-LC-10=
1020996,10/22/2019,228.98,304033
1017437,10/22/2019,815.8,10033
1040700,10/21/2019,865.85,20351063
1015418,10/28/2019,377282.51,10312
1040700,10/21/2019,865.85,20350823
1019776,10/22/2019,1519.39,207414-03
1017643,10/22/2019,68.36,174956
1021007,10/18/2019,5659.85,10301
1040700,10/21/2019,865.85,20350804
1015418,10/28/2019,377282.51,10945
1016010,10/22/2019,2323.37,207576-01
1024396,10/22/2019,3230.69,208769-01
1021007,10/18/2019,5659.85,10094
1024396,10/22/2019,3230.69,209745-101
1015418,10/28/2019,377282.51,10945
1021104,10/21/2019,8979.11,209747-101
1024396,10/22/2019,3230.69,202581-01
1024396,10/22/2019,3230.69,209747-101
1021007,10/18/2019,5659.85,10304
1015418,10/28/2019,377282.51,10033
1021104,10/21/2019,8979.11,207325-12
1030033,10/22/2019,11054,201859-02
1015418,10/28/2019,377282.51,10941
1021007,10/18/2019,5659.85,10302
1030033,10/22/2019,11054,206110-101
1019776,10/21/2019,183.17,202580-01
1017416,10/18/2019,3373.28,2200-66070-019
1015418,10/28/2019,377282.51,10941
1021258,10/21/2019,107.1,202652-03
1017349,10/18/2019,783.1,292725
1015418,10/28/2019,377282.51,10311
1021190,10/21/2019,101.43,203947-02
1020397,10/21/2019,1230.85,16523
1017349,10/18/2019,783.1,292718J
1015418,10/28/2019,377282.51,10311
1020397,10/21/2019,1230.85,16531
1017349,10/18/2019,783.1,292682J
1016083,NULL,871.43,2215-64200-001
1015418,10/28/2019,377282.51,10311
1019624,10/21/2019,0,16534
1017349,10/18/2019,783.1,292689
1017244,10/18/2019,12246.41,10034
1017244,10/18/2019,12246.41,10033
1015418,10/28/2019,377282.51,10301
1017244,10/18/2019,12246.41,10033
1037714,10/18/2019,2732.04,10096
1037714,10/18/2019,2732.04,10945
1037714,10/18/2019,2732.04,10951
1037714,10/18/2019,2732.04,10312
1037714,10/18/2019,2732.04,16175
1015418,10/28/2019,377282.51,10301
1015418,10/28/2019,377282.51,16179
1026284,10/21/2019,221.47,207326-02
1015418,10/28/2019,377282.51,16179
1015741,10/21/2019,893.36,201859-01
1012025,10/21/2019,99106.8,2200-48600-019
1015418,10/28/2019,377282.51,10094
1012025,10/21/2019,99106.8,2200-48600-019
1015418,10/28/2019,377282.51,10094
1015745,10/21/2019,15.08,293650J
1021843,10/21/2019,53.6,207586-01
1021258,10/21/2019,92.49,206110-101
1016362,10/22/2019,2753.85,239377J
1020673,10/21/2019,734.24,2200-66070-019
1021951,NULL,8204.67,16179
1021190,10/18/2019,799.7,2200-66070-019
1015822,10/21/2019,96.01,211996-02
1021951,NULL,8204.67,10930A
1021190,10/18/2019,1599.4,2200-66070-019
1007429,10/22/2019,250.99,2200-48450-019
1021951,NULL,8204.67,10945
1017260,10/21/2019,14475.2,16535
1017260,10/21/2019,14475.2,16533
1007429,10/23/2019,221.47,2200-48450-025
1021951,NULL,8204.67,10945
1022338,10/21/2019,3933.86,16423
1007429,10/23/2019,221.47,2200-48450-025
1017437,10/22/2019,2755.6,10033
1017437,10/22/2019,2755.6,10033
1019337,10/22/2019,20.76,209745-101
1021951,NULL,8204.67,10951
1022338,10/21/2019,3933.86,17131
1040425,10/22/2019,18805.62,203512851
1017437,10/22/2019,2755.6,10033
1040425,10/22/2019,18805.62,20351063
1021951,NULL,8204.67,17401
1012813,10/21/2019,13452.99,23844-00-00R^220
1040425,10/22/2019,18805.62,20350244
1015745,10/21/2019,4.08,291920J
1015745,10/21/2019,4.08,291926
1040425,10/22/2019,18805.62,20952062
1019477,10/21/2019,185.3,2200-48450-019
1016145,10/21/2019,27983.9,302234
1040425,10/22/2019,18805.62,20952065
1016145,10/21/2019,27983.9,307098
1016145,10/21/2019,27983.9,250953
1016604,10/22/2019,271.56,14201-43
1016145,10/21/2019,27983.9,302279
1019477,10/21/2019,185.3,2200-17680-001
1040425,10/22/2019,18805.62,203512881
1016145,10/21/2019,27983.9,302235
1016145,10/21/2019,27983.9,302275
1016145,10/21/2019,27983.9,302254
1019794,10/21/2019,624,198427
1040425,10/22/2019,18805.62,20329321
1016145,10/21/2019,27983.9,249965
1016145,10/21/2019,27983.9,302258
1037279,10/21/2019,295.2,271629
1040425,10/22/2019,18805.62,20350820
1017922,10/21/2019,440.25,271632
1016145,10/21/2019,27983.9,207325
1040425,10/22/2019,18805.62,20329323
1016145,10/21/2019,27983.9,300717
1016145,10/21/2019,27983.9,302257
1031362,10/22/2019,4124.4,02300GS11007
1037222,10/22/2019,1767.38,16534
1017922,10/21/2019,440.25,271634
1037222,10/22/2019,1767.38,10033
1016145,10/21/2019,27983.9,284960
1020399,10/21/2019,1374.28,202581-01
1016145,10/21/2019,27983.9,250959
1016145,10/21/2019,27983.9,302271
1029995,10/22/2019,467.04,02300GS11007
1016145,10/21/2019,27983.9,284959
1016145,10/21/2019,27983.9,207373
1038438,10/21/2019,97.8,202967
1016145,10/21/2019,27983.9,249958
1016145,10/21/2019,27983.9,302290
1029982,10/22/2019,1386.6,105912-007
1018058,10/21/2019,307.44,271629
1017608,10/21/2019,99.69,27190-01
1022358,10/21/2019,1931.7,204880-01
1019794,10/22/2019,14040.19,238267J
1025845,10/21/2019,2429.62,16804
1018058,10/21/2019,307.44,271629
1019794,10/22/2019,21954.42,293650J
1025845,10/21/2019,2429.62,16807
1037279,10/21/2019,888.4,10033
1019337,10/22/2019,37.52,209745-101
1019794,10/22/2019,14040.19,257122J
1022432,10/21/2019,1543.56,16565
1019794,10/22/2019,14040.19,238305
1021367,10/21/2019,88.7,10033
1019794,10/22/2019,14040.19,238269
1020996,10/22/2019,569.98,262690
1017416,10/22/2019,39695,2200-21540-001
1017260,10/21/2019,8229.94,16531
1019794,10/22/2019,14040.19,252565
1021447,10/21/2019,1023.28,201081-01
1017260,10/21/2019,8229.94,16542
1019794,10/22/2019,14040.19,257059J
1017260,10/21/2019,8229.94,16521
1018204,10/22/2019,32.09,275618
1017260,10/21/2019,8229.94,16533
1017260,10/21/2019,8229.94,16538
1040586,10/22/2019,1311.06,20350820
1020110,10/22/2019,36.74,209747-101
1017722,10/22/2019,175,209745-101
1021776,10/21/2019,1028.56,249513
1019794,10/22/2019,14040.19,232735
1021214,10/22/2019,11023.28,10302
1019794,10/22/2019,14040.19,251458
1020777,10/22/2019,162.73,208769-01
1021776,10/21/2019,1028.56,239845
1019794,10/22/2019,14040.19,232723J
1021214,10/22/2019,11023.28,17405
1021776,10/21/2019,1028.56,241741
1040074,10/22/2019,24850,207326-02
1024677,10/22/2019,4886.24,10G-SFP-SR-8
1042751,10/22/2019,5825.33,10945
